Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1280,"1280.29715","Staphylococcus aureus strain HICF0031","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52218","Staphylococcus aureus WUSa_oxa_MS017","cefoxitin","Susceptible","26",,"26","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.16558","Staphylococcus aureus strain AR_0215","cefoxitin","Resistant",">16",">","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.29765","Staphylococcus aureus strain HICF0102","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30159","Staphylococcus aureus strain HICF0613","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29977","Staphylococcus aureus strain HICF0380","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.16836","Staphylococcus aureus strain AL008","cefoxitin","Resistant",,,,,"Agar dilution",,,"Oxoid","EUCAST",2017,,,,"Laboratory Method",,"29377579"
1280,"1280.29830","Staphylococcus aureus strain HICF0203","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30012","Staphylococcus aureus strain HICF0420","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30100","Staphylococcus aureus strain HICF0533","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11037","Staphylococcus aureus strain 3688STDY6124934","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29836","Staphylococcus aureus strain HICF0208","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30240","Staphylococcus aureus strain HICF0705","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30089","Staphylococcus aureus strain HICF0520","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51815","Staphylococcus aureus 14-00724","cefoxitin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30208","Staphylococcus aureus strain HICF0667","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51915","Staphylococcus aureus 12-01456-2","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.51769","Staphylococcus aureus 14-01705","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29802","Staphylococcus aureus strain HICF0166","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11285","Staphylococcus aureus strain 3688STDY6124829","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30289","Staphylococcus aureus strain HICF0761","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.39454","Staphylococcus aureus AR-0985","cefoxitin","Resistant",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.11150","Staphylococcus aureus strain 3688STDY6125057","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.52181","Staphylococcus aureus WUSa_oxa_MS047","cefoxitin","Susceptible","26",,"26","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.30349","Staphylococcus aureus strain HICF0826","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51745","Staphylococcus aureus 15-00531","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.51799","Staphylococcus aureus 13-04448","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.51906","Staphylococcus aureus 14-02152-2","cefoxitin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29685","Staphylococcus aureus strain HICF0003","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51886","Staphylococcus aureus 12-00264","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.11179","Staphylococcus aureus strain 3688STDY6124842","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51867","Staphylococcus aureus 12-00014","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.30111","Staphylococcus aureus strain HICF0547","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30245","Staphylococcus aureus strain HICF0715","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51891","Staphylococcus aureus 13-03184","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30279","Staphylococcus aureus strain HICF0740","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30056","Staphylococcus aureus strain HICF0482","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52210","Staphylococcus aureus WUSa_oxa_MS021","cefoxitin","Susceptible","26",,"26","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.11249","Staphylococcus aureus strain 3688STDY6124888","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30335","Staphylococcus aureus strain HICF0821","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29815","Staphylococcus aureus strain HICF0174","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51938","Staphylococcus aureus 08-00271","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29944","Staphylococcus aureus strain HICF0352","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30207","Staphylococcus aureus strain HICF0662","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.26102","Staphylococcus aureus ERR128711","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.30456","Staphylococcus aureus strain HICF0946","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30351","Staphylococcus aureus strain HICF0822","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30047","Staphylococcus aureus strain HICF0486","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11705","Staphylococcus aureus strain 3688STDY6124827","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11312","Staphylococcus aureus strain 3688STDY6125031","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30084","Staphylococcus aureus strain HICF0527","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30003","Staphylococcus aureus strain HICF0433","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51751","Staphylococcus aureus 15-01414","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.29732","Staphylococcus aureus strain HICF0064","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51872","Staphylococcus aureus 14-02151","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.30222","Staphylococcus aureus strain HICF0671","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29882","Staphylococcus aureus strain HICF0276","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11299","Staphylococcus aureus strain 3688STDY6125046","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11250","Staphylococcus aureus strain 3688STDY6124886","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30234","Staphylococcus aureus strain HICF0698","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30283","Staphylococcus aureus strain HICF0752","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.26094","Staphylococcus aureus ERR108054","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.11155","Staphylococcus aureus strain 3688STDY6125058","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51863","Staphylococcus aureus 12-01740","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.16760","Staphylococcus aureus strain AR_0224","cefoxitin","Resistant",">16",">","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.29833","Staphylococcus aureus strain HICF0200","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11350","Staphylococcus aureus strain 3688STDY6124983","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29895","Staphylococcus aureus strain HICF0298","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11309","Staphylococcus aureus strain 3688STDY6125034","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30141","Staphylococcus aureus strain HICF0591","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29758","Staphylococcus aureus strain HICF0087","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.16863","Staphylococcus aureus strain AG037","cefoxitin","Resistant",,,,,"Agar dilution",,,"Oxoid","EUCAST",2017,,,,"Laboratory Method",,"29377579"
1280,"1280.11301","Staphylococcus aureus strain 3688STDY6125043","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.52136","Staphylococcus aureus WUSa_oxa_BOR338","cefoxitin","Susceptible","25",,"25","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.11198","Staphylococcus aureus strain 3688STDY6124969","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.26105","Staphylococcus aureus ERR131810","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.11699","Staphylococcus aureus strain 3688STDY6124973","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30419","Staphylococcus aureus strain HICF0916","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11197","Staphylococcus aureus strain 3688STDY6124972","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51801","Staphylococcus aureus 12-02278","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29701","Staphylococcus aureus strain HICF0024","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29726","Staphylococcus aureus strain HICF0047","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29880","Staphylococcus aureus strain HICF0260","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30179","Staphylococcus aureus strain HICF0641","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29832","Staphylococcus aureus strain HICF0206","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29693","Staphylococcus aureus strain HICF0019","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11190","Staphylococcus aureus strain 3688STDY6125017","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11273","Staphylococcus aureus strain 3688STDY6124847","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11344","Staphylococcus aureus strain 3688STDY6124992","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30378","Staphylococcus aureus strain HICF0863","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52227","Staphylococcus aureus WUSa_oxa_MS005","cefoxitin","Susceptible","25",,"25","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.51935","Staphylococcus aureus 10-00329","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30323","Staphylococcus aureus strain HICF0799","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51776","Staphylococcus aureus 14-00561","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30394","Staphylococcus aureus strain HICF0874","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51775","Staphylococcus aureus 13-03385","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.29784","Staphylococcus aureus strain HICF0133","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30166","Staphylococcus aureus strain HICF0616","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30061","Staphylococcus aureus strain HICF0499","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29871","Staphylococcus aureus strain HICF0270","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29925","Staphylococcus aureus strain HICF0303","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30095","Staphylococcus aureus strain HICF0535","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52149","Staphylococcus aureus WUSa_oxa_BOR328","cefoxitin","Susceptible","24",,"24","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.30399","Staphylococcus aureus strain HICF0899","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.26083","Staphylococcus aureus ERR070036","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.39465","Staphylococcus aureus AR-0997","cefoxitin","Resistant",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.30364","Staphylococcus aureus strain HICF0840","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51794","Staphylococcus aureus 10-00785","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.30338","Staphylococcus aureus strain HICF0814","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51838","Staphylococcus aureus 12-03831-2","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.30396","Staphylococcus aureus strain HICF0873","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30235","Staphylococcus aureus strain HICF0693","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51879","Staphylococcus aureus 15-01169","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.51748","Staphylococcus aureus 14-02720","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30433","Staphylococcus aureus strain HICF0939","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30450","Staphylococcus aureus strain HICF0954","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52193","Staphylococcus aureus WUSa_oxa_MS043","cefoxitin","Susceptible","27",,"27","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.30342","Staphylococcus aureus strain HICF0815","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29975","Staphylococcus aureus strain HICF0379","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.16865","Staphylococcus aureus strain AD016","cefoxitin","Resistant",,,,,"Agar dilution",,,"Oxoid","EUCAST",2017,,,,"Laboratory Method",,"29377579"
1280,"1280.19786","Staphylococcus aureus strain FDA-CDC-AR_0217","cefoxitin","Resistant","16",">","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.30311","Staphylococcus aureus strain HICF0780","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11235","Staphylococcus aureus strain 3688STDY6124910","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11292","Staphylococcus aureus strain 3688STDY6124817","cefoxitin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30221","Staphylococcus aureus strain HICF0673","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11024","Staphylococcus aureus strain 3688STDY6124922","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.52206","Staphylococcus aureus WUSa_oxa_MS031","cefoxitin","Susceptible","26",,"26","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.11332","Staphylococcus aureus strain 3688STDY6125008","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30064","Staphylococcus aureus strain HICF0502","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52175","Staphylococcus aureus WUSa_oxa_MS061","cefoxitin","Susceptible","25",,"25","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.11192","Staphylococcus aureus strain 3688STDY6124994","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30302","Staphylococcus aureus strain HICF0779","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.26074","Staphylococcus aureus ERR070045","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.30445","Staphylococcus aureus strain HICF0950","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30169","Staphylococcus aureus strain HICF0623","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30138","Staphylococcus aureus strain HICF0585","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30355","Staphylococcus aureus strain HICF0847","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.39456","Staphylococcus aureus AR-0990","cefoxitin","Resistant",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.26112","Staphylococcus aureus ERR128717","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.51924","Staphylococcus aureus 10-00856","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.11217","Staphylococcus aureus strain 3688STDY6124947","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30204","Staphylococcus aureus strain HICF0666","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51933","Staphylococcus aureus 14-01092","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29725","Staphylococcus aureus strain HICF0050","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29914","Staphylococcus aureus strain HICF0315","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11713","Staphylococcus aureus strain 3688STDY6124913","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30176","Staphylococcus aureus strain HICF0629","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29744","Staphylococcus aureus strain HICF0079","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30397","Staphylococcus aureus strain HICF0875","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51824","Staphylococcus aureus 13-03831","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.26114","Staphylococcus aureus ERR128714","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.29684","Staphylococcus aureus strain HICF0001","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11265","Staphylococcus aureus strain 3688STDY6124858","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51940","Staphylococcus aureus 09-03066","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.16552","Staphylococcus aureus strain AR_0470","cefoxitin","Resistant","==16","=","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.52205","Staphylococcus aureus WUSa_oxa_MS028","cefoxitin","Susceptible","28",,"28","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.30255","Staphylococcus aureus strain HICF0702","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51918","Staphylococcus aureus 12-02956","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29911","Staphylococcus aureus strain HICF0301","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29926","Staphylococcus aureus strain HICF0325","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11293","Staphylococcus aureus strain 3688STDY6124815","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11296","Staphylococcus aureus strain 3688STDY6124968","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29873","Staphylococcus aureus strain HICF0262","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29766","Staphylococcus aureus strain HICF0108","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52161","Staphylococcus aureus WUSa_oxa_BOR318","cefoxitin","Susceptible","27",,"27","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
